autor1,autor2,nProyectos
Espinosa Monardes: Marcos,Nogueira Fernández: Claudia,3
Insunza Gregorio de las Heras: Jorge,Sepúlveda Orbenes: Alejandra,3
Andrade Lara: Osvaldo,Burgos Varela: Jorge,3
Alvarado Ramírez: Miguel Ángel,Schilling Rodríguez: Marcelo,3
Rincón González: Ximena,Rossi Ciocca: Fulvio,3
Allende Bussi: Isabel,Pizarro Soto: Jorge,3
Quintana Leal: Jaime,Rossi Ciocca: Fulvio,3
Espejo Yaksic: Sergio,Núñez Lozano: Marco Antonio,3
Torres Jeldes: Víctor,Urízar Muñoz: Christian,3
Sabag Villalobos: Jorge,Vargas Pizarro: Orlando,3
De Urresti Longton: Alfonso,Prokurica Prokurica: Baldo,3
Campos Jara: Cristián,Lorenzini Basso: Pablo,3
Gutiérrez Gálvez: Hugo,Tuma Zedan: Joaquín,3
Robles Pantoja: Alberto,Teillier Del Valle: Guillermo,3
Lorenzini Basso: Pablo,Rocafull López: Luis,3
Ascencio Mansilla: Gabriel,Muñoz D'Albora: Adriana,3
Edwards Silva: José Manuel,Espejo Yaksic: Sergio,3
León Ramírez: Roberto,Sabag Villalobos: Jorge,3
Ortiz Novoa: José Miguel,Urrutia Soto: Osvaldo,3
Silber Romo: Gabriel,Tuma Zedan: Joaquín,3
Chahuán Chahuán: Francisco,Ossandón Irarrázabal: Manuel José,3
Accorsi Opazo: Enrique,Castro González: Juan Luis,3
Campos Jara: Cristián,Squella Ovalle: Arturo,3
Estay Peñaloza: Enrique,Norambuena Farías: Iván,3
Rivas Sánchez: Gaspar,Saa Díaz: María Antonieta,3
Rubilar Barahona: Karla,Silber Romo: Gabriel,3
Ojeda Uribe: Sergio,Saa Díaz: María Antonieta,3
Delmastro Naso: Roberto,Sepúlveda Orbenes: Alejandra,3
Cornejo González: Aldo,Vallejo Dowling: Camila,3
Gutiérrez Pino: Romilio,Paulsen Kehr: Diego,3
Gutiérrez Gálvez: Hugo,Sabat Fernández: Marcela,3
Meza Moncada: Fernando,Saa Díaz: María Antonieta,3
Cicardini Milla: Daniella,Rincón González: Ricardo,3
Cicardini Milla: Daniella,Ward Edwards: Felipe,3
Girardi Lavín: Cristina,Monckeberg Díaz: Nicolás,3
Espinosa Monardes: Marcos,Trisotti Martínez: Renzo,3
Kast Sommerhoff: Felipe,Torres Jeldes: Víctor,3
Aguiló Melo: Sergio,Rivas Sánchez: Gaspar,3
Farías Ponce: Ramón,Kast Rist: José Antonio,3
Cicardini Milla: Daniella,Gahona Salazar: Sergio,3
Bellolio Avaria: Jaime,Ulloa Aguillón: Jorge,3
García Huidobro Sanfuentes: Alejandro,Pizarro Soto: Jorge,3
Accorsi Opazo: Enrique,Espinoza Sandoval: Fidel,3
Hernández Hernández: Javier,Von Mühlenbrock Zamora: Gastón,3
Kort Garriga: Issa Farid,León Ramírez: Roberto,3
González Torres: Rodrigo,Sabag Villalobos: Jorge,3
Fuenzalida Figueroa: Gonzalo,Poblete Zapata: Roberto,3
Browne Urrejola: Pedro,Norambuena Farías: Iván,3
Espinoza Sandoval: Fidel,Urrutia Soto: Osvaldo,3
Chahin Valenzuela: Fuad,Jaramillo Becker: Enrique,3
Insunza Gregorio de las Heras: Jorge,Lemus Aracena: Luis,3
Ortiz Novoa: José Miguel,Paulsen Kehr: Diego,3
Flores García: Iván,Monckeberg Díaz: Nicolás,3
Hernando Pérez: Marcela,Trisotti Martínez: Renzo,3
Barros Montero: Ramón,Sabag Villalobos: Jorge,3
Bauer Jouanne: Eugenio,Ulloa Aguillón: Jorge,3
Saffirio Espinoza: René,Santana Tirachini: Alejandro,3
Farcas Guendelman: Daniel,Vallespín López: Patricio,3
Berger Fett: Bernardo,Ortiz Novoa: José Miguel,3
Estay Peñaloza: Enrique,Zalaquett Said: Mónica,3
Cornejo González: Aldo,Girardi Lavín: Cristina,3
León Ramírez: Roberto,Sepúlveda Orbenes: Alejandra,3
Bellolio Avaria: Jaime,Urrutia Bonilla: Ignacio,3
Poblete Zapata: Roberto,Trisotti Martínez: Renzo,3
Berger Fett: Bernardo,Saffirio Espinoza: René,3
Orpis Bouchon: Jaime,Pérez Varela: Víctor,3
Boric Font: Gabriel,Torres Jeldes: Víctor,3
Hernando Pérez: Marcela,Ward Edwards: Felipe,3
Schilling Rodríguez: Marcelo,Ulloa Aguillón: Jorge,3
Bellolio Avaria: Jaime,Farías Ponce: Ramón,3
Kast Rist: José Antonio,Squella Ovalle: Arturo,3
Cornejo González: Aldo,Sepúlveda Orbenes: Alejandra,3
Cornejo González: Aldo,Jaramillo Becker: Enrique,3
Ortiz Novoa: José Miguel,Santana Tirachini: Alejandro,3
Fuenzalida Figueroa: Gonzalo,Sabag Villalobos: Jorge,3
Lemus Aracena: Luis,Vallespín López: Patricio,3
Espinoza Sandoval: Fidel,Rathgeb Schifferli: Jorge,3
Poblete Zapata: Roberto,Urrutia Soto: Osvaldo,3
Melero Abaroa: Patricio,Vallespín López: Patricio,3
Espina Otero: Alberto,Rossi Ciocca: Fulvio,3
Molina Oliva: Andrea,Pérez Arriagada: José,3
Harboe Bascuñán: Felipe,Muñoz D`Albora: Adriana,3
Espina Otero: Alberto,Goic Boroevic: Carolina,3
Lorenzini Basso: Pablo,Poblete Zapata: Roberto,3
Araya Guerrero: Pedro,Chahuán Chahuán: Francisco,3
Sabag Villalobos: Jorge,Soto Ferrada: Leonardo,3
Provoste Campillay: Yasna,Ward Edwards: Felipe,3
De Urresti Longton: Alfonso,Monckeberg Bruner: Cristián,3
Moreira Barros: Iván,Van Rysselberghe Herrera: Jacqueline,3
Monsalve Benavides: Manuel,Rathgeb Schifferli: Jorge,3
Monsalve Benavides: Manuel,Santana Tirachini: Alejandro,3
Gahona Salazar: Sergio,Núñez Urrutia: Paulina,3
Ojeda Uribe: Sergio,Ward Edwards: Felipe,3
Rathgeb Schifferli: Jorge,Rincón González: Ricardo,3
Sepúlveda Orbenes: Alejandra,Ward Edwards: Felipe,3
Chahuán Chahuán: Francisco,Walker Prieto: Ignacio,3
Farcas Guendelman: Daniel,Macaya Danús: Javier,3
Prokurica Prokurica: Baldo,Tuma Zedán: Eugenio,3
Muñoz D'Albora: Adriana,Rivas Sánchez: Gaspar,3
Campos Jara: Cristián,Melero Abaroa: Patricio,3
Berger Fett: Bernardo,Browne Urrejola: Pedro,3
Carvajal Ambiado: Loreto,Jackson Drago: Giorgio,3
Browne Urrejola: Pedro,Meza Moncada: Fernando,3
Bellolio Avaria: Jaime,Cicardini Milla: Daniella,3
Berger Fett: Bernardo,Coloma Alamos: Juan Antonio,3
Norambuena Farías: Iván,Rathgeb Schifferli: Jorge,3
Monsalve Benavides: Manuel,Walker Prieto: Matías,3
Ceroni Fuentes: Guillermo,Ojeda Uribe: Sergio,3
Barros Montero: Ramón,Farías Ponce: Ramón,3
Barros Montero: Ramón,Espinosa Monardes: Marcos,3
Jiménez Fuentes: Tucapel,Paulsen Kehr: Diego,3
Alvarez Vera: Jenny,Walker Prieto: Matías,3
Alvarado Ramírez: Miguel Ángel,García García: René Manuel,3
Martínez Labbé: Rosauro,Rathgeb Schifferli: Jorge,3
Boric Font: Gabriel,Fuentes Castillo: Iván,3
Allamand Zavala: Andrés,Chahuán Chahuán: Francisco,3
Hernando Pérez: Marcela,Santana Tirachini: Alejandro,3
Accorsi Opazo: Enrique,Nogueira Fernández: Claudia,3
Jackson Drago: Giorgio,Rincón González: Ricardo,3
Lavín León: Joaquín,Meza Moncada: Fernando,3
Teillier Del Valle: Guillermo,Walker Prieto: Matías,3
Espejo Yaksic: Sergio,Núñez Arancibia: Daniel,3
Boric Font: Gabriel,Farías Ponce: Ramón,3
Barros Montero: Ramón,De Mussy Hiriart: Felipe,3
Espejo Yaksic: Sergio,Jarpa Wevar: Carlos Abel,3
Arriagada Macaya: Claudio,Fuenzalida Figueroa: Gonzalo,3
Espejo Yaksic: Sergio,Jackson Drago: Giorgio,3
Larraín Fernández: Hernán,Tuma Zedán: Eugenio,3
Auth Stewart: Pepe,Trisotti Martínez: Renzo,3
Rubilar Barahona: Karla,Schilling Rodríguez: Marcelo,3
Turres Figueroa: Marisol,Walker Prieto: Matías,3
Lavín León: Joaquín,Squella Ovalle: Arturo,3
Carmona Soto: Lautaro,Insunza Gregorio de las Heras: Jorge,3
Browne Urrejola: Pedro,Sabag Villalobos: Jorge,3
Campos Jara: Cristián,Kast Sommerhoff: Felipe,3
Lorenzini Basso: Pablo,Paulsen Kehr: Diego,3
Martínez Labbé: Rosauro,Núñez Urrutia: Paulina,3
Cariola Oliva: Karol,Sabat Fernández: Marcela,3
Santana Tirachini: Alejandro,Urrutia Bonilla: Ignacio,3
Pérez Arriagada: José,Verdugo Soto: Germán,3
Cariola Oliva: Karol,Rivas Sánchez: Gaspar,3
Cariola Oliva: Karol,Monckeberg Díaz: Nicolás,3
Ceroni Fuentes: Guillermo,Rubilar Barahona: Karla,3
Meza Moncada: Fernando,Morales Muñoz: Celso,3
Hoffmann Opazo: María José,Teillier Del Valle: Guillermo,3
Bellolio Avaria: Jaime,Vallespín López: Patricio,3
Andrade Lara: Osvaldo,Harboe Bascuñán: Felipe,3
Fuenzalida Figueroa: Gonzalo,Martínez Labbé: Rosauro,3
Ojeda Uribe: Sergio,Vallejo Dowling: Camila,3
De Urresti Longton: Alfonso,Vilches Guzmán: Carlos,3
Auth Stewart: Pepe,Hoffmann Opazo: María José,3
Macaya Danús: Javier,Pérez Lahsen: Leopoldo,3
Girardi Lavín: Cristina,Nogueira Fernández: Claudia,3
Vilches Guzmán: Carlos,Von Mühlenbrock Zamora: Gastón,3
Accorsi Opazo: Enrique,Jiménez Fuentes: Tucapel,3
Arriagada Macaya: Claudio,Tuma Zedan: Joaquín,3
Espinosa Monardes: Marcos,Sabat Fernández: Marcela,3
De Urresti Longton: Alfonso,Ortiz Novoa: José Miguel,3
Auth Stewart: Pepe,Fuenzalida Figueroa: Gonzalo,3
Monckeberg Díaz: Nicolás,Robles Pantoja: Alberto,3
Andrade Lara: Osvaldo,Tuma Zedan: Joaquín,3
Jaramillo Becker: Enrique,Urrutia Bonilla: Ignacio,3
Lemus Aracena: Luis,Sabag Villalobos: Jorge,3
Jarpa Wevar: Carlos Abel,Norambuena Farías: Iván,3
Chahin Valenzuela: Fuad,Gahona Salazar: Sergio,3
Aguiló Melo: Sergio,Cornejo González: Aldo,3
Chahin Valenzuela: Fuad,Lavín León: Joaquín,3
Lavín León: Joaquín,Pacheco Rivas: Clemira,3
Hernández Hernández: Javier,Rosales Guzmán: Joel,3
Jaramillo Becker: Enrique,Kort Garriga: Issa Farid,3
Molina Oliva: Andrea,Soto Ferrada: Leonardo,3
Cariola Oliva: Karol,Cornejo González: Aldo,3
Kort Garriga: Issa Farid,Pérez Arriagada: José,3
Chahin Valenzuela: Fuad,Sandoval Plaza: David,3
Pérez Arriagada: José,Urrutia Bonilla: Ignacio,3
León Ramírez: Roberto,Norambuena Farías: Iván,3
Poblete Zapata: Roberto,Rincón González: Ricardo,3
Bauer Jouanne: Eugenio,Estay Peñaloza: Enrique,3
Bianchi Chelech: Carlos,Larraín Fernández: Hernán,3
Muñoz D`Albora: Adriana,Van Rysselberghe Herrera: Jacqueline,3
Sandoval Plaza: David,Vallejo Dowling: Camila,3
Carvajal Ambiado: Loreto,Lavín León: Joaquín,3
Cariola Oliva: Karol,Rathgeb Schifferli: Jorge,3
Pérez Lahsen: Leopoldo,Vallejo Dowling: Camila,3
Horvath Kiss: Antonio,Larraín Fernández: Hernán,3
Harboe Bascuñán: Felipe,Latorre Carmona: Juan Carlos,2
Bellolio Avaria: Jaime,Núñez Arancibia: Daniel,2
Núñez Lozano: Marco Antonio,Saldívar Auger: Raúl,2
Becker Alvear: Germán,Pilowsky Greene: Jaime,2
Kort Garriga: Issa Farid,Monsalve Benavides: Manuel,2
Carmona Soto: Lautaro,Chávez Velásquez: Marcelo,2
Letelier Aguilar: Cristian,Rincón González: Ricardo,2
Coloma Alamos: Juan Antonio,León Ramírez: Roberto,2
Castro González: Juan Luis,Ojeda Uribe: Sergio,2
Becker Alvear: Germán,Coloma Alamos: Juan Antonio,2
Becker Alvear: Germán,Kort Garriga: Issa Farid,2
Harboe Bascuñán: Felipe,Saa Díaz: María Antonieta,2
Fernández Allende: Maya,Sabag Villalobos: Jorge,2
León Ramírez: Roberto,Poblete Zapata: Roberto,2
Fernández Allende: Maya,García García: René Manuel,2
Rocafull López: Luis,Urrutia Soto: Osvaldo,2
Insunza Gregorio de las Heras: Jorge,Schilling Rodríguez: Marcelo,2
Insunza Gregorio de las Heras: Jorge,Jackson Drago: Giorgio,2
Boric Font: Gabriel,Browne Urrejola: Pedro,2
Pérez Lahsen: Leopoldo,Zalaquett Said: Mónica,2
Santana Tirachini: Alejandro,Torres Jeldes: Víctor,2
Jaramillo Becker: Enrique,Macaya Danús: Javier,2
Ceroni Fuentes: Guillermo,Muñoz D'Albora: Adriana,2
Latorre Carmona: Juan Carlos,Vallespín López: Patricio,2
Jaramillo Becker: Enrique,Silva Méndez: Ernesto,2
Chávez Velásquez: Marcelo,Kort Garriga: Issa Farid,2
Cornejo González: Aldo,Pérez Lahsen: Leopoldo,2
Farías Ponce: Ramón,Macaya Danús: Javier,2
Bianchi Chelech: Carlos,Sabag Castillo: Hosaín,2
Bianchi Chelech: Carlos,Orpis Bouchon: Jaime,2
Kort Garriga: Issa Farid,Pilowsky Greene: Jaime,2
Monckeberg Bruner: Cristián,Pilowsky Greene: Jaime,2
Godoy Ibáñez: Joaquín,Soto Ferrada: Leonardo,2
Ceroni Fuentes: Guillermo,Saa Díaz: María Antonieta,2
Accorsi Opazo: Enrique,Rojas Molina: Manuel,2
Rathgeb Schifferli: Jorge,Trisotti Martínez: Renzo,2
Saa Díaz: María Antonieta,Vallespín López: Patricio,2
Ceroni Fuentes: Guillermo,Harboe Bascuñán: Felipe,2
Rubilar Barahona: Karla,Tuma Zedan: Joaquín,2
Carmona Soto: Lautaro,Rubilar Barahona: Karla,2
Morano Cornejo: Juan Enrique,Schilling Rodríguez: Marcelo,2
Martínez Labbé: Rosauro,Sabag Villalobos: Jorge,2
Jarpa Wevar: Carlos Abel,Saa Díaz: María Antonieta,2
Ceroni Fuentes: Guillermo,Kast Sommerhoff: Felipe,2
Melero Abaroa: Patricio,Rubilar Barahona: Karla,2
Fuenzalida Figueroa: Gonzalo,Ojeda Uribe: Sergio,2
De Urresti Longton: Alfonso,Godoy Ibáñez: Joaquín,2
Browne Urrejola: Pedro,Latorre Carmona: Juan Carlos,2
Berger Fett: Bernardo,Tuma Zedan: Joaquín,2
Campos Jara: Cristián,Sandoval Plaza: David,2
Fuentes Castillo: Iván,Turres Figueroa: Marisol,2
Kort Garriga: Issa Farid,Melo Contreras: Daniel,2
Muñoz D`Albora: Adriana,Tuma Zedán: Eugenio,2
Coloma Alamos: Juan Antonio,Ojeda Uribe: Sergio,2
Kort Garriga: Issa Farid,Rocafull López: Luis,2
Girardi Lavín: Cristina,Paulsen Kehr: Diego,2
Girardi Lavín: Cristina,Macaya Danús: Javier,2
Poblete Zapata: Roberto,Urrutia Bonilla: Ignacio,2
Coloma Alamos: Juan Antonio,Paulsen Kehr: Diego,2
Bellolio Avaria: Jaime,Paulsen Kehr: Diego,2
Barros Montero: Ramón,Girardi Lavín: Cristina,2
Ascencio Mansilla: Gabriel,Burgos Varela: Jorge,2
Meza Moncada: Fernando,Montes Cisternas: Carlos,2
De Urresti Longton: Alfonso,Von Mühlenbrock Zamora: Gastón,2
Montes Cisternas: Carlos,Teillier Del Valle: Guillermo,2
García Huidobro Sanfuentes: Alejandro,Lagos Weber: Ricardo,2
Insunza Gregorio de las Heras: Jorge,Monsalve Benavides: Manuel,2
Goic Boroevic: Carolina,Silber Romo: Gabriel,2
Hoffmann Opazo: María José,Pérez Arriagada: José,2
Browne Urrejola: Pedro,Turres Figueroa: Marisol,2
Espinoza Sandoval: Fidel,Turres Figueroa: Marisol,2
Espejo Yaksic: Sergio,Mirosevic Verdugo: Vlado,2
González Torres: Rodrigo,Robles Pantoja: Alberto,2
Fuenzalida Figueroa: Gonzalo,Hoffmann Opazo: María José,2
Espejo Yaksic: Sergio,Rubilar Barahona: Karla,2
Fuenzalida Figueroa: Gonzalo,Turres Figueroa: Marisol,2
Burgos Varela: Jorge,Eluchans Urenda: Edmundo,2
Accorsi Opazo: Enrique,Montes Cisternas: Carlos,2
Auth Stewart: Pepe,Verdugo Soto: Germán,2
Chahin Valenzuela: Fuad,Mirosevic Verdugo: Vlado,2
Auth Stewart: Pepe,Pérez Arriagada: José,2
Sepúlveda Orbenes: Alejandra,Von Mühlenbrock Zamora: Gastón,2
Burgos Varela: Jorge,Díaz Díaz: Marcelo,2
Pacheco Rivas: Clemira,Urízar Muñoz: Christian,2
Burgos Varela: Jorge,Calderón Bassi: Giovanni,2
Araya Guerrero: Pedro,Meza Moncada: Fernando,2
Arriagada Macaya: Claudio,Urízar Muñoz: Christian,2
Araya Guerrero: Pedro,Rincón González: Ricardo,2
Araya Guerrero: Pedro,Teillier Del Valle: Guillermo,2
Farcas Guendelman: Daniel,Pacheco Rivas: Clemira,2
Provoste Campillay: Yasna,Saldívar Auger: Raúl,2
Cicardini Milla: Daniella,Tuma Zedan: Joaquín,2
Godoy Ibáñez: Joaquín,Jaramillo Becker: Enrique,2
Godoy Ibáñez: Joaquín,Montes Cisternas: Carlos,2
Gutiérrez Pino: Romilio,Jaramillo Becker: Enrique,2
Gutiérrez Pino: Romilio,Meza Moncada: Fernando,2
Araya Guerrero: Pedro,Muñoz D`Albora: Adriana,2
Girardi Lavín: Cristina,Urrutia Soto: Osvaldo,2
Fernández Allende: Maya,Urrutia Soto: Osvaldo,2
Cornejo González: Aldo,Espinosa Monardes: Marcos,2
Auth Stewart: Pepe,Berger Fett: Bernardo,2
Squella Ovalle: Arturo,Zalaquett Said: Mónica,2
Coloma Alamos: Juan Antonio,Soto Ferrada: Leonardo,2
Escalona Medina: Camilo,Pizarro Soto: Jorge,2
Ceroni Fuentes: Guillermo,Trisotti Martínez: Renzo,2
Pascal Allende: Denise,Verdugo Soto: Germán,2
Verdugo Soto: Germán,Walker Prieto: Matías,2
Barros Montero: Ramón,Rathgeb Schifferli: Jorge,2
Alvarez-Salamanca Ramírez: Pedro Pablo,Santana Tirachini: Alejandro,2
Gahona Salazar: Sergio,Kast Sommerhoff: Felipe,2
Hernández Hernández: Javier,Kast Sommerhoff: Felipe,2
Burgos Varela: Jorge,Ceroni Fuentes: Guillermo,2
Espejo Yaksic: Sergio,Monckeberg Díaz: Nicolás,2
Espejo Yaksic: Sergio,Monckeberg Bruner: Cristián,2
Burgos Varela: Jorge,Monckeberg Bruner: Cristián,2
Kast Sommerhoff: Felipe,Morales Muñoz: Celso,2
González Torres: Rodrigo,Pilowsky Greene: Jaime,2
Kast Sommerhoff: Felipe,Urrutia Soto: Osvaldo,2
Andrade Lara: Osvaldo,Jaramillo Becker: Enrique,2
Cicardini Milla: Daniella,Melero Abaroa: Patricio,2
Hernando Pérez: Marcela,Lavín León: Joaquín,2
Auth Stewart: Pepe,León Ramírez: Roberto,2
Aguiló Melo: Sergio,Monckeberg Díaz: Nicolás,2
Torres Jeldes: Víctor,Zalaquett Said: Mónica,2
Nogueira Fernández: Claudia,Pérez Arriagada: José,2
Sabat Fernández: Marcela,Van Rysselberghe Herrera: Enrique,2
Espinoza Sandoval: Fidel,Verdugo Soto: Germán,2
Espejo Yaksic: Sergio,Girardi Lavín: Cristina,2
Ortiz Novoa: José Miguel,Vargas Pizarro: Orlando,2
Girardi Lavín: Cristina,Goic Boroevic: Carolina,2
Pérez Arriagada: José,Vargas Pizarro: Orlando,2
Rincón González: Ricardo,Vargas Pizarro: Orlando,2
Cornejo González: Aldo,Ortiz Novoa: José Miguel,2
Vargas Pizarro: Orlando,Walker Prieto: Matías,2
De Urresti Longton: Alfonso,Girardi Lavín: Cristina,2
De Urresti Longton: Alfonso,Robles Pantoja: Alberto,2
De Urresti Longton: Alfonso,Teillier Del Valle: Guillermo,2
Saldívar Auger: Raúl,Tuma Zedan: Joaquín,2
Bianchi Chelech: Carlos,Rincón González: Ximena,2
Auth Stewart: Pepe,Saldívar Auger: Raúl,2
Flores García: Iván,Saldívar Auger: Raúl,2
Pilowsky Greene: Jaime,Turres Figueroa: Marisol,2
Jiménez Fuentes: Tucapel,Lorenzini Basso: Pablo,2
Alvarez-Salamanca Ramírez: Pedro Pablo,Núñez Lozano: Marco Antonio,2
Sandoval Plaza: David,Tuma Zedan: Joaquín,2
Monckeberg Díaz: Nicolás,Sandoval Plaza: David,2
Pérez Arriagada: José,Rocafull López: Luis,2
Coloma Alamos: Juan Antonio,Vallespín López: Patricio,2
Goic Boroevic: Carolina,Schilling Rodríguez: Marcelo,2
Hasbún Selume: Gustavo,Pilowsky Greene: Jaime,2
León Ramírez: Roberto,Pérez Lahsen: Leopoldo,2
Chahin Valenzuela: Fuad,Melero Abaroa: Patricio,2
Andrade Lara: Osvaldo,Melero Abaroa: Patricio,2
Salaberry Soto: Felipe,Zalaquett Said: Mónica,2
Saldívar Auger: Raúl,Walker Prieto: Matías,2
Ulloa Aguillón: Jorge,Vilches Guzmán: Carlos,2
Ulloa Aguillón: Jorge,Zalaquett Said: Mónica,2
Insunza Gregorio de las Heras: Jorge,Walker Prieto: Matías,2
Cicardini Milla: Daniella,Sabag Villalobos: Jorge,2
Alvarez-Salamanca Ramírez: Pedro Pablo,Calderón Bassi: Giovanni,2
Flores García: Iván,Sabat Fernández: Marcela,2
Núñez Arancibia: Daniel,Núñez Lozano: Marco Antonio,2
Recondo Lavanderos: Carlos,Ulloa Aguillón: Jorge,2
Auth Stewart: Pepe,Pascal Allende: Denise,2
Jaramillo Becker: Enrique,León Ramírez: Roberto,2
Chávez Velásquez: Marcelo,Monsalve Benavides: Manuel,2
Becker Alvear: Germán,Melero Abaroa: Patricio,2
Bauer Jouanne: Eugenio,Zalaquett Said: Mónica,2
Melo Contreras: Daniel,Pilowsky Greene: Jaime,2
Auth Stewart: Pepe,Melero Abaroa: Patricio,2
Bobadilla Muñoz: Sergio,Venegas Cárdenas: Mario,2
Bellolio Avaria: Jaime,Cornejo González: Aldo,2
Gutiérrez Gálvez: Hugo,Pilowsky Greene: Jaime,2
Recondo Lavanderos: Carlos,Vilches Guzmán: Carlos,2
Kast Sommerhoff: Felipe,Ward Edwards: Felipe,2
Espejo Yaksic: Sergio,Van Rysselberghe Herrera: Enrique,2
Delmastro Naso: Roberto,Vargas Pizarro: Orlando,2
Recondo Lavanderos: Carlos,Rosales Guzmán: Joel,2
Recondo Lavanderos: Carlos,Sandoval Plaza: David,2
Espejo Yaksic: Sergio,Ulloa Aguillón: Jorge,2
Chávez Velásquez: Marcelo,Jaramillo Becker: Enrique,2
Hoffmann Opazo: María José,Moreira Barros: Iván,2
Torres Jeldes: Víctor,Vargas Pizarro: Orlando,2
Kort Garriga: Issa Farid,Recondo Lavanderos: Carlos,2
Kort Garriga: Issa Farid,Zalaquett Said: Mónica,2
Isasi Barbieri: Marta,Vargas Pizarro: Orlando,2
Morales Muñoz: Celso,Moreira Barros: Iván,2
Morales Muñoz: Celso,Vilches Guzmán: Carlos,2
Melero Abaroa: Patricio,Pascal Allende: Denise,2
Delmastro Naso: Roberto,Torres Jeldes: Víctor,2
Moreira Barros: Iván,Salaberry Soto: Felipe,2
Delmastro Naso: Roberto,Isasi Barbieri: Marta,2
Kort Garriga: Issa Farid,Rojas Molina: Manuel,2
Alvarez Vera: Jenny,Ceroni Fuentes: Guillermo,2
Silber Romo: Gabriel,Urrutia Bonilla: Ignacio,2
Gahona Salazar: Sergio,Núñez Lozano: Marco Antonio,2
Carvajal Ambiado: Loreto,Lemus Aracena: Luis,2
Kast Sommerhoff: Felipe,Norambuena Farías: Iván,2
Recondo Lavanderos: Carlos,Salaberry Soto: Felipe,2
Bellolio Avaria: Jaime,Jaramillo Becker: Enrique,2
Carvajal Ambiado: Loreto,Turres Figueroa: Marisol,2
Sepúlveda Orbenes: Alejandra,Urrutia Bonilla: Ignacio,2
Orpis Bouchon: Jaime,Ossandón Irarrázabal: Manuel José,2
Ascencio Mansilla: Gabriel,Chahin Valenzuela: Fuad,2
Pérez Lahsen: Leopoldo,Teillier Del Valle: Guillermo,2
Ascencio Mansilla: Gabriel,Torres Jeldes: Víctor,2
Bobadilla Muñoz: Sergio,Sepúlveda Orbenes: Alejandra,2
Espina Otero: Alberto,Moreira Barros: Iván,2
Cerda García: Eduardo,Saffirio Espinoza: René,2
Hasbún Selume: Gustavo,Walker Prieto: Matías,2
Farías Ponce: Ramón,Tuma Zedan: Joaquín,2
Castro González: Juan Luis,Pérez Lahsen: Leopoldo,2
Sepúlveda Orbenes: Alejandra,Vilches Guzmán: Carlos,2
Torres Jeldes: Víctor,Vilches Guzmán: Carlos,2
Pascal Allende: Denise,Saa Díaz: María Antonieta,2
Bertolino Rendic: Mario,Santana Tirachini: Alejandro,2
Accorsi Opazo: Enrique,Hasbún Selume: Gustavo,2
Prokurica Prokurica: Baldo,Rossi Ciocca: Fulvio,2
Bobadilla Muñoz: Sergio,García García: René Manuel,2
Girardi Lavín: Guido,Prokurica Prokurica: Baldo,2
Farías Ponce: Ramón,Godoy Ibáñez: Joaquín,2
Godoy Ibáñez: Joaquín,Urrutia Bonilla: Ignacio,2
Robles Pantoja: Alberto,Ward Edwards: Felipe,2
Coloma Alamos: Juan Antonio,Sabag Villalobos: Jorge,2
Bobadilla Muñoz: Sergio,Pérez Lahsen: Leopoldo,2
Pacheco Rivas: Clemira,Saa Díaz: María Antonieta,2
Auth Stewart: Pepe,Gutiérrez Pino: Romilio,2
Muñoz D'Albora: Adriana,Silber Romo: Gabriel,2
Bellolio Avaria: Jaime,Santana Tirachini: Alejandro,2
Sabag Villalobos: Jorge,Urrutia Bonilla: Ignacio,2
Rincón González: Ricardo,Urrutia Bonilla: Ignacio,2
Pascal Allende: Denise,Tuma Zedan: Joaquín,2
Saa Díaz: María Antonieta,Zalaquett Said: Mónica,2
Chahuán Chahuán: Francisco,Zaldívar Larraín: Andrés,2
Jaramillo Becker: Enrique,Turres Figueroa: Marisol,2
Letelier Norambuena: Felipe,Schilling Rodríguez: Marcelo,2
Coloma Alamos: Juan Antonio,Rathgeb Schifferli: Jorge,2
Campos Jara: Cristián,Kort Garriga: Issa Farid,2
Ascencio Mansilla: Gabriel,Castro González: Juan Luis,2
Ascencio Mansilla: Gabriel,Cornejo González: Aldo,2
