date,max_temp
2018-08-17,0.007258
2012-05-08,0.070668
2018-05-31,0.13641
2018-06-28,0.175049
2018-07-17,0.312148
2012-03-19,0.008672
2015-02-26,1.560707
2018-02-28,0.015483
2012-06-04,0.161357
2012-06-26,0.164989
2009-03-24,0.001426
2009-02-20,0.414173
2012-09-28,0.345376
2018-11-22,0.045511
2012-07-20,0.307776
2015-05-06,0.12538
2009-06-15,0.966724
2015-03-19,0.057022
2009-01-17,0.886075
2012-05-31,0.271579
2009-07-08,1.207902
2015-04-28,6.525539
2015-08-04,0.404458
2015-02-20,0.672668
2018-02-13,0.047269
2018-01-17,0.073624
2012-08-08,0.531805
2018-10-22,0.050542
2015-09-11,0.046972
2012-09-02,0.20017
2009-04-06,0.283453
2009-06-02,0.4633
2009-05-31,0.774085
2012-08-13,0.031512
2018-12-19,0.011511
2015-04-02,0.03549
2015-10-06,0.041004
2012-09-20,0.002377
2009-11-11,0.030406
2015-09-17,0.247295
2018-06-22,0.034576
2015-07-28,0.00803
2009-05-13,0.873201
2009-01-06,0.541394
2015-06-06,0.099415
2012-11-26,0.592654
2018-12-20,0.038439
2018-08-20,0.010286
2015-09-04,0.039702
2015-05-22,6.452582
2009-04-20,0.011901
2009-08-19,1.127483
2015-03-24,0.824345
2009-11-20,0.020045
